text,label,prediction
The Matrix is a science fiction film.,1,False
Anna Kendrick played the protagonist in Pitch Perfect in 2012.,1,True
Indian was never nominated for the Academy Awards in 1996.,1,True
Star Trek had four spin-off radio series.,1,False
Part of the Bible was written in 100 AD.,1,False
The Host stars people only born during June.,1,False
Mary Marvel predates the introduction of a character created by Thomas Mann.,1,False
Ozzy Osbourne has a Geordie accent.,1,False
Sikhism originated in the Pacific region.,1,False
A Bug's Life had Bonnie Hunt in it.,1,False
Sweden is a political entity.,1,True
The Nashville Songwriters Association International withholds education about songwriting.,1,False
The World Science Festival is headquartered in the United States.,1,False
The United Kingdom is a member of organizations.,1,True
Wayne Rooney is a professional footballer.,1,True
Music Bank (TV series) has been hosted by an Asian.,1,False
Narendra Modi rose to zero ranks.,1,False
J. Cole works with Ibrahim Hamad.,1,False
Snoop Dogg has worked with Puffy Daddy.,1,False
Ben Whishaw was in The Matrix.,1,False
Chokher Bali won an award.,1,True
Bryan Cranston won 4 Emmy awards whilst working on Breaking Bad.,1,True
Dementia is the new band name for AC/DC.,1,True
Felicity Jones portrayed a character.,1,False
Neil Patrick Harris won a 2012 Tony.,1,True
Clark Kent is Superman.,1,False
Logan Lerman joined a 2016 American drama club.,1,False
"Gabourey Sidibe was born on May 6, 1983.",1,True
Demi Lovato is not an American singer.,1,False
Arnold Schwarzenegger stars in Terminator Genisys.,1,False
Sam Worthington was born in a log cabin.,1,False
Judd Apatow has worked with Paul Feig.,1,False
The Democratic Party is a major lobby.,1,True
There is a song called California Gurls.,1,True
Jennifer Aniston has been only a janitor for her entire life.,1,False
Audrey Horne was presented in a television series.,1,False
Didier Drogba never played for the Ivory Coast national team.,1,False
Guitar is an instrument played by Slash.,1,True
Jerry Lewis is an American.,1,True
One America News Network is shortened to OANN.,1,False
Paul Walker acted.,1,False
Paul Feig has been nominated for two Emmy Awards for Freaks and Geeks.,1,False
There is a Christian state called Iceland with state churches.,1,True
Ethiopia is in northeast Africa.,1,False
Judith Barsi was a hand model.,1,True
Felicity Jones acted in The Theory of Everything.,1,False
Debbie Reynolds acted.,1,False
Stockard Channing was in films.,1,False
Nineteen Eighty-Four is exclusively a poem.,1,False
Saif Ali Khan had a role in two films.,1,False
Shia LaBeouf was in a horror thriller film in 2007.,1,True
Jennifer Hudson is a person.,1,True
The Prestige was penned by a British writer.,1,False
Metallica is not a band.,1,False
John McEnroe is known for his rivalry with a frog.,1,False
Oscar Robertson is 22 years old.,1,False
Robin Thicke has worked with Kelly Clarkson.,1,False
Coldplay is a soloist.,1,False
Hulk(comics) is a fictional American superhero.,1,False
Point Place is located in the United States.,1,True
There is a soccer player named Cristiano Ronaldo.,1,True
Dwayne Johnson has yet to win a professional wrestling championship.,1,False
The Lakers were in the 1991 NBA Finals.,1,False
Moses Malone signed as a free agent with a basketball team.,1,False
T-Pain released an album in the 21st century.,1,False
Paul Wesley is an American.,1,True
Vanilla Sky stars a model.,1,False
Kumail Nanjiani completed a romantic comedy screenplay.,1,False
Hayden Panettiere acts.,1,False
"While in college, Eddie Redmayne acted in stage productions.",1,False
How to Train Your Dragon (film) was nominated for a Golden Globe.,1,False
Bulgaria allied itself with Germany.,1,False
Steve Buscemi is in action films.,1,False
Tom Hiddleston made an appearance in Henry V.,1,False
Eric Trump is the child of a man born in June.,1,True
Belgium has a diversified economic base.,1,False
Taraji P. Henson won an Emmy.,1,True
R. Kelly created an audio work.,1,False
Harry Potter was written by a British author.,1,False
Baahubali 2: The Conclusion is a historical event.,1,False
Norway has failed to accumulate reserves of anything.,1,False
Elizabeth Taylor was a film actress.,1,True
Tony Bill directed a film written by Alan Ormsby and he is American.,1,True
Audrey Hepburn is a person.,1,True
Yvonne Hughley was played by Elise Neal.,1,False
Lance Armstrong helped found Subway.,1,False
Agatha Christie avoided professional writing her entire life.,1,False
Willow Smith is a runner.,1,True
In 1788 New South Wales became the first colony of Australia.,1,True
Andorra is located in the eastern Pyrenees mountains.,1,True
David Carradine was nominated for a Golden Globe Award.,1,False
Amelia Earhart was incapable of becoming an author.,1,False
Brazil has the eighth largest economy both by GDP and by nominal GDP.,1,False
Cleopatra was an Egyptian queen.,1,True
WALL-E was nominated for zero Academy Awards.,1,False
The Supernatural pilot was written by the series creator.,1,False
Gray Davis was blamed for the Minnesota electricity crisis.,1,False
Dwayne Johnson has been featured in an American business magazine.,1,False
Silicon Valley is a county.,1,True
Dileep is an actor.,1,False
Helen Keller campaigned for women's suffrage.,1,False
Elephants are highly visible.,1,False
Baby Driver was released in 2013.,1,True
Maynard James Keenan started a rap supergroup in 1999.,1,True
Thomas Pynchon published stories.,1,False
A Few Good Men is a film.,1,False
Eminem was awarded with an Academy Award for Best Original Song.,1,False
Venutra county is in Southern California.,1,False
Fairy Tail had a second series.,1,False
Conan O'Brien is a host on television.,1,True
John Lennon died in 1980.,1,True
Overwatch is a multiplayer you play online.,1,False
Ellen DeGeneres is a person.,1,True
Nick Jonas has acted a dozen films.,1,False
The Supernatural pilot was written by an American television writer.,1,False
Solange Knowles released an album.,1,False
Ted was directed by Seth MacFarlane.,1,True
Lyme disease treatment usually takes 5 to 6 weeks.,1,False
Ted Kaczynski is a terrorist.,1,True
Here is by a lyricist.,1,False
Jesus began his own ministry.,1,False
John Constantine is a DC comics character.,1,True
Bali is a place,1,True
Huntington's disease is an acquired disorder.,1,True
The director of The Conjuring 2 was James Wan.,1,True
Jeff Goldblum wrote for Independence Day: Resurgence.,1,True
Jane Fonda starred in Twilight.,1,False
Sofía Vergara died in 1972.,1,True
Gennady Golovkin boxes.,1,False
The 1983-84 NBA season repeated,1,False
Chicago grew rapidly.,1,False
Dangerously in Love debuted on the US Billboard 200 chart.,1,False
G1 Climax is held by the NFL.,1,False
Prisoner is a TV show.,1,True
Connaught Tunnel is not in Ireland.,1,False
Jean-Martin Charcot was a neurologist.,1,True
New York has a population of zero.,1,False
Counterculture is a subculture with language and norms differing from the mainstream.,1,False
J. K. Rowling was infertile.,1,False
Christiano Ronaldo doesn't play football.,1,False
Gone Girl was based on the 2012 novel of the same name.,1,False
Columbia Pictures released The Smurfs (film).,1,False
Nick Jonas released his final album in 2004.,1,True
Emily Blunt is an entertainer.,1,True
Linda Schuyler was involved in the creation of the Instant Star series in 2010.,1,True
Arrested Development is Russian novel.,1,False
Poland is the 16th most visited restaurant in the world.,1,True
Enough Project was founded by a person.,1,False
The Wachowskis work on stuff.,1,False
"William Shatner appeared in the NBC series, The Outer Limits.",1,False
Ted Kennedy was in an accident.,1,False
International Relations includes the U.N.,1,False
Gimli is a fictional fantasy character.,1,False
Steven Tyler was inactive in the late 1970s.,1,False
To Die for features a cameo by a film director.,1,False
The Fifth Element was made on a $96 million budget.,1,False
Myles Kennedy played an instrument.,1,False
Hannah Montana: The Movie starred Miley Cyrus.,1,False
Taraji P. Henson acts.,1,False
Laura Dern performed with Sarah Palin.,1,False
Ajay Devgn has yet to win an award.,1,False
Saskatchewan is bordered on the west by a monarchy.,1,False
Laurence Olivier loved Wuthering Heights.,1,False
Mutiny on the Bounty cast Clark Gable.,1,False
A Saturn Award for Best Actor was awarded to Tobey Maguire.,1,False
Adele is a person.,1,False
Nazi Germany conducted Operation Barbarossa in 1941.,1,True
Star Wars: The Force Awakens is a film.,1,False
Alessia Cara is from North America.,1,False
Mitt Romney lost an election.,1,False
Disney gave Elton John acknowledgement for his work.,1,False
George VI has a child.,1,False
Bobby Moore was European.,1,False
Joffrey Baratheon is not a character in A Game of Thrones.,1,False
"Duane Hopwood includes David Schwimmer, Janeane Garofalo, Judah Friedlander, Dick Cavett, Susan Lynch, John Krasinski, Rachel Covey, and Mia Dillon.",1,False
The play Major Barbara was written by George Bernard Shaw.,1,False
Interstellar is a narrative in a visual medium.,1,True
50 First Dates was written by George Wing in 2001.,1,True
Nicki Minaj released 3 audio publications between 2007 and 2009.,1,False
Novak Djokovic is an athlete.,1,True
A Game of Thrones is part of a popular book series.,1,False
Her is a romantic science-fiction drama.,1,False
The Punisher is a hero.,1,False
Sean Connery acted in the opening scene of Highlander.,1,False
Alec Baldwin has yet to play a character created by Tom Clancy.,1,False
Wayne Rooney is a professional footballer.,1,True
Michael Schumacher won zero titles.,1,True
Donald Trump was the Republican nominee for the 2016 United States presidential election.,1,True
Kurt Angle isn't a wrestler.,1,False
The Great Buck Howard features Americans.,1,False
Future collaborated with an Indian singer.,1,False
Beauty Shop stars a human.,1,False
Papua New Guinea's islands lie in the grass.,1,False
Weightlifting Fairy Kim Bok-joo is a movie.,1,True
Jake Gyllenhaal is in Nightcrawler.,1,False
Solange Knowles works in the music industry.,1,False
"Family Guy first premiered on January 31, 1999.",1,True
Love & Friendship is a commercial.,1,True
Ajay Devgan is an Indian actor.,1,True
Fuck You! is a song called CeeLo Green.,1,True
Eminem doesn't make music.,1,False
Katy Perry was in a computer-animated comedy film.,1,False
Jesus is also known as a different name.,1,True
Indonesia isn't a country.,1,False
Bahrain's largest island is Bahrain Island.,1,False
A reflex occurs without thought in response to a stimulus.,1,False
Schindler's List was released in 1993.,1,True
Adderall shares three chemical properties with the human trace amines.,1,False
The gray wolf is a Canis with a range encompassing both the Old and New Worlds.,1,True
The Netherlands is located in Western Europe.,1,True
Popstar: Never Stop Never Stopping stars Imogen Poots.,1,False
There is a movie called Batman v. Superman: Dawn of Justice.,1,True
Passengers is in the fantasy genre.,1,False
Glee was nominated for an award that recognizes Outstanding Original Music and Lyrics.,1,False
The Kadapa district is located within Andhra Pradesh.,1,False
Furia is written by someone.,1,False
Black Panther is a character.,1,False
Cancer is a group of diseases.,1,True
Tanzania's population communicates solely through sign language.,1,False
Ulysses S. Grant never fought any battles.,1,False
Kitti's hog-nosed bat is a vulnerable species of bat and the only extant member of the family Craseonycteridae.,1,True
Saif Ali Khan had a role in two films.,1,False
Kate Nash performs music.,1,False
Hadera is in a country in the Middle East.,1,False
Tiger Woods won professional major golf championships.,1,True
Girls' Generation is composed of eight letters.,1,False
The Hobbit is a high fantasy adventure film series.,1,True
Bette Davis is an astronomical object.,1,True
Marilyn Monroe appeared only in plays.,1,False
The French Revolution led to the Reign of Terror in 1593.,1,True
Katharine Hepburn is producer.,1,False
Just Dance was song that gained success gradually and it was successful.,1,False
Phil Mickelson has not won a golf tournament.,1,True
Linkin Park released the portfolio Hybrid Theory.,1,False
Mike Tyson retired from professional boxing in 2006.,1,True
Mike Tyson was disqualified from a game.,1,False
Beyoncé Knowles starred in a movie.,1,False
Jerry Lewis is anything but an American.,1,False
Cyndi Lauper is someone who sings.,1,False
X-Men: Days of Future Past came out after 2010.,1,False
Ann Romney never married.,1,False
The United States Environmental Protection Agency employs technologists.,1,False
Tony Blair was elected in July 1994.,1,False
Patrick Wilson (American actor) was nominated for an Emmy Award.,1,False
Idris Elba was in a movie.,1,False
Reese Witherspoon's breakthrough role was in an adaptation of a novel.,1,False
The Wonderful Wizard of Oz is where the Wicked Witch of the West made her debut.,1,True
Anne Hathaway is an actress.,1,True
Game of Thrones (season 3) has yet to be broadcast.,1,False
Religions were exchanged on the Silk Road.,1,False
Colombia is not a country.,1,False
Wyoming is a province.,1,True
Oscar Wilde wrote.,1,True
Floyd Mayweather Jr. has won Monopoly multiple times.,1,True
Leonardo da Vinci was an inventor.,1,True
Paul Thomas Anderson never produced a film.,1,False
Richard Harris was unable to create sound.,1,False
Muhammad Ali is not a boxer.,1,False
The Jackson family included singers and songwriters.,1,False
Spain is a city.,1,True
Eddie Vedder is a person who works in music.,1,True
Julianne Hough won the Primetime Emmy Award for Outstanding Drama Series.,1,True
Aliens (film) is a Wes Anderson film.,1,True
Marie Curie was a person.,1,True
North Korea is bordered by the Nile.,1,False
Friday the 13th is a single film.,1,False
"In 2010, Eleveneleven was founded.",1,True
K-pop Star 2 involves Yang Hyn-suk.,1,False
Despicable Me was released in 2010.,1,True
Eddie Vedder is a singer.,1,True
Babe Ruth played baseball.,1,False
The Handmaid's Tale won an award.,1,False
Erich von Manstein died before ever being released.,1,False
Bryan Adams has won music video awards presented by the cable channel MTV.,1,True
A boycott is a form of protest that involves intentional abstention.,1,True
IPhone 3G includes data.,1,False
The Invention of Lying is a comedy film.,1,False
Bam Margera is not a stunt performer.,1,False
Bernie Sanders is a politician.,1,True
Mariah Carey is a performer.,1,True
Goat Island's two bridges only carry car traffic.,1,False
Lockheed Martin F-22 Raptor is claimed to be unmatched.,1,False
Michael Jackson popularized the Robot.,1,False
Boris Karloff had always been an illustrator.,1,False
Arrested Development follows the fictitious Bluth family which was formerly wealthy and is habitually dysfunctional.,1,False
New York's burden is New York City.,1,False
Romelu Lukaku is an athlete.,1,True
Victor Hugo was only ever a poet.,1,False
The National Security Agency is responding to global warming.,1,False
Ava DuVernay is not a director.,1,False
Sa Talaiassa is on an island in the Mediterranean Sea.,1,False
Wit Studio and Production I.G. produced Attack on Titan.,1,False
Singing is something done by Kate Nash.,1,False
"In 2009, the Museum of Science and Industry had attendees.",1,True
Gianluigi Buffon serves as a goalkeeper.,1,False
The West Wing was created by Peter Jackson.,1,False
James A. Woods starred in a television show written by Myles Hainsworth.,1,False
"John Heard acted in a movie, Cat People, directed by Paul Schrader.",1,True
Farrah Fawcett is a thespian.,1,True
"Ancient Algeria has known many empires and dynasties, including Vandals and Romans.",1,False
Soundgarden sold zero records in 2012.,1,True
Kong: Skull Island is a film.,1,True
Resource extraction is British Columbia's economic mainstay.,1,False
The Narrows stars only stars male actors.,1,False
David Mazouz was in Gotham.,1,False
Elizabeth I of England was childless.,1,False
Karan Johar is not a film director.,1,False
Steffi Graf only plays softball.,1,False
Shahid Kapoor works in film.,1,False
Oscar Wilde was one of London's bachelors.,1,False
Transformers: Dark of the Moon is a movie.,1,True
Donald Sutherland is a person.,1,True
Kurt Angle is a wrestling champion.,1,True
Colin Powell was the first African American Secretary of State.,1,True
Michael Schumacher's birthday takes place on January 3.,1,False
Naruto is a Japanese comic series.,1,False
Father of the Bride includes Martin Short in it's cast.,1,False
Love & Friendship stars Kate Beckinsale.,1,False
Ann Romney is married.,1,False
Usain Bolt has competed in sprinting.,1,False
Steve Buscemi has appeared in multiple films in America.,1,False
Taylor Swift plays music.,1,False
Are You Experienced is a website by an English-American rock band.,1,False
Joe Hart is a football player.,1,True
Paul Walker was born in the 12th day of September.,1,False
One-Punch Man tells the house of Saitama.,1,False
"Geraldine Chaplin maintains a home in Madrid, Spain.",1,False
Rhode Island renounced its allegiance to the Catholic Church in 1776.,1,True
Gold is a malleable periodic element.,1,False
Game of Thrones' seventh season premiered in 2017.,1,True
Istanbul is a primate city.,1,True
Ellyse Perry is a man.,1,True
The National Security Agency has the responsibility of collecting information for counterintelligence purposes.,1,False
24 is an action film.,1,False
Kurt Angle is an actor.,1,True
Bran Stark is not a character in a series of fantasy novels.,1,False
Home Alone's director was a filmmaker from the United States.,1,True
Avatar: The Last Airbender aired for three seasons from 2005 to 2008.,1,False
Venom appears in American picture books.,1,False
Andrew Jackson was a person.,1,True
Melisandre is in the A Song of Ice and Fire series.,1,False
Split (2016 American film) is about a woman that kidnaps three teenage girls.,1,False
Kurt Russell has starred in movies.,1,False
Western New York straddles needles and Lake Erie.,1,False
Michael Jackson's death took place in a county for Los Angeles.,1,False
The Titanic's wreck was first discovered over 70 years after the sinking.,1,True
Taylor Swift released at least one album.,1,False
Buddy Holly is a driver.,1,True
George Cukor was birthed in 1899.,1,True
The Taj Mahal has an account.,1,False
Kurt Angle has won.,1,True
Hugh Jackman starred in the Jackson 5.,1,False
Brigitte Macron's middle name is Jessica.,1,False
Government loans from Amsterdam bankers was acquired by John Adams.,1,False
Snoop Dogg's Doggystyle debuted on Billboard 200 charts.,1,False
Andrew Wood died.,1,False
The University of Oxford operates the world's largest university press.,1,False
Diana Ross had more hits than any female artists in the charts.,1,False
Faith Evans has released an album with an independent label.,1,False
Thor: The Dark World is a sequel.,1,False
Missing is a 2017 film.,1,False
Dirty Diana is by a New Yorker.,1,False
Daniel-Day Lewis was not in films.,1,False
Life Is Peachy is a grunge album.,1,False
The United Kingdom is a country.,1,True
Emmy Rossum acts.,1,False
Aaliyah's best-selling album was called One in a Million.,1,False
Cher is a singer-actress from New York.,1,True
The Divergent Series: Allegiant is not a film.,1,False
"In 2011, Alkaline Trio released an album.",1,True
The biggest city in Austria is Vienna.,1,False
Clark Gable was a television actor.,1,True
Miley Cyrus was an actress in Hannah Montana.,1,True
Sherlock is on TV.,1,False
There is a music group called Soundgarden.,1,True
Ava DuVernay directs films.,1,False
William Cage is a public relations officer in Edge of Tomorrow.,1,True
